Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Imagine la nuit...contes et légendes;Contes et légendes des Monts d'Arrée;"contes;nuit;Monts d'Arrée";Médiathèque Imagine Taulé;29670;Taulé;Bretagne;Finistère;Lecture / Conte;6;99;Sur inscription
Atelier Cuisto-contes nocturne autour de l'univers de l'Allemagne;Cuisto-contes nocturne;;Médiathèque de Chevillon;52170;Chevillon;Grand Est;Haute-Marne;Atelier;6;11;Sur inscription
Atelier A chacun son ovni;Fabrique ta soucoupe volante;atelier créatif;Bibliothèque Vallée de Gère;38200;Vienne;Auvergne-Rhône-Alpes;Isère;Atelier;7;12;Entrée libre
"Rencontre avec Brigitte Labbé ""Comment accompagner les enfants à construire leur pensée et leur esprit critique ?""";« Comment aider les enfants à construire leur pensée et leur esprit critique ? »;"philosophie;esprit critique";Médiathèque Le Trente;38200;Vienne;Auvergne-Rhône-Alpes;Isère;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Rencontre inter-génération;changes autour des livres entre jeunes adultes et seniors, lectures théatralisées, partage du livre préféré;échanges intergénérationnels        lectures théatralisées    vos livres préférés;Résidence Sidou;66020;Perpignan;Occitanie;Pyrénées-Orientales;Partage de coups de cœur, conseils de lecture, « speed-booking »;18;99;Entrée libre
Lectures en pyjama;Avec ton pyjama et ton doudou viens écouter de tendres histoires et de douces comptines. En particulier celles de l'auteur invité pour l'occasion : Didier Zanon;;Espace culturel Le Cube;57740;Longeville-lès-Saint-Avold;Grand Est;Moselle;Lecture / Conte;;6;Sur inscription
"Spectacle ""Contes et ombres chinoises""";Spectacle en silhouettes de papier découpées, de Fabrice Mondejar, auteur, illustrateur, et conteur;"Contes;Spectacle;Ombres chinoises";Bibliothèque de Plémet;22210;Plémet;Bretagne;Côtes-d'Armor;Spectacle (danse, concert, performance, théâtre…);5;99;Sur inscription
Banyuls a le Vian en poupe : lectures théâtralisées;Lecture à voix haute et / théâtralisée de poèmes de Boris Vian;"Boris Vian;poèmes;lecture;lecture à haute voix;lecturethéatralisée";Salle capitulaire Mas Reig;66650;Banyuls-sur-Mer;Occitanie;Pyrénées-Orientales;Lecture / Conte;7;99;Entrée libre
Jeu défi : Cap ? Ou pas cap !;Jeu de groupe;"jeux;enfants";Médiathèque de Thann;68800;Thann;Grand Est;Haut-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;11;Entrée libre
Lectures au clair de lune;Lectures au clair de lune;"lecture;Lire et faire lire;enfants";Médiathèque de Thann;68800;Thann;Grand Est;Haut-Rhin;Lecture / Conte;4;99;Entrée libre
Lézard d'hiver : soirée d'ouverture des lectures-spectacles;samedi 18 janvier à 19h avec apéro grignotage. Des comédiens et amoureux de la littérature proposent un choix de textes : romans, poésies, chansons, pour le plaisir de partager les mots.;;MJC de Espaly-Saint-Marcel;43000;Espaly-Saint-Marcel;Auvergne-Rhône-Alpes;Haute-Loire;Lecture / Conte;;99;Sur inscription
Rencontre avec Françoise Brun, traductrice;"Rencontre avec la traductrice de ""La vie parfaite"" de Silvia Avallone";"rencontre;traduction";Bibliothèque municipale de Tournon-sur-Rhône;7300;Tournon-sur-Rhône;Auvergne-Rhône-Alpes;Ardèche;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Nuit de la lecture de ciel - familles;Animation astronomique commentée par le médiateur scientifique du planétarium SPICA.;"planétarium;astronomie";Médiathèque l'Apostrophe;28000;Chartres;Centre-Val de Loire;Eure-et-Loir;Atelier;5;99;Sur inscription
Rencontre autour de Frida Kahlo - MARDI 21 JANVIER;Rencontre autour des textes et de l'oeuvre de Frida Kahlo à destinations des participantes de la bibliothèque de la Maison d'Arrêt des Femmes;;Maison d'arrêt de Fleury-Mérogis - Lire C'est Vivre;91700;Fleury-Mérogis;Île-de-France;Essonne;Lecture / Conte;;;Sur inscription
"Inauguration de l'exposition ""L'Opéra, si ça vous chante !""";L’association Des’lices d’Opéra propose l'exposition L'Opéra, si ça vous chante ! du 8 janvier 2020 au 26 février 2020 à la Bibliothèque universitaire de lettres, sciences humaines et sociales Nancy.;"Opéra;livret opera;Nuit de la lecture";Bibliothèque Universitaire de lettres et SHS Nancy;54000;Nancy;Grand Est;Meurthe-et-Moselle;Exposition;;99;Entrée libre
Lectures mises en scène;Proposez votre lecture mise en scène d'un extrait de roman, poème ou autre !;lecture. Participatif. Mise en scène;Bibliothèque de Villarzel-du-Razes;11300;Villarzel-du-Razès;Occitanie;Aude;Lecture / Conte;7;99;Sur inscription
"""Lecture finale en florilège""";Pour cloturer la soirée, l'équipe de la médiathèque vous lira ...;;Médiathèque Simone de Beauvoir;31520;Ramonville-Saint-Agne;Occitanie;Haute-Garonne;Lecture / Conte;;99;Entrée libre
Soirée jeux;De 18h à 21h, jeux de société;Jeux;Médiathèque des Livres Perchés;5110;Lardier-et-Valença;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;99;Entrée libre
"Lecture en duo ""La correspondante anglaise"" d'Anne Bragance";Ce roman cocasse et tendre, qui célèbre les beautés de la vieille amitié, et l'éternelle jeunesse des rêveurs impénitents, ceux qui se rient de la fuite des jours et du poids des années.;"Lecture;Duo;Rencontre auteur";Bibliothèque-musée Inguimbertine à l'Hôtel-Dieu;84200;Carpentras;Provence-Alpes-Côte d'Azur;Vaucluse;Lecture / Conte;;;Entrée libre
La nuit remue : lectures;Venez écouter et découvrir des textes sur le thème de la nuit;"Nuit de la lecture 2020;lecture à voix haute;BU LLSH Orléans;Département Lettres;club de lecture Goût-Thé-Culture;BU;Orléans;nuit dans la littérature";Bibliothèque universitaire de Lettres, Langues et Sciences humaines d'Orléans;45071;Orléans;Centre-Val de Loire;Loiret;Lecture / Conte;16;99;Entrée libre
Apéritif littéraire;Moment convivial autour de la lecture;;Lycée Eugène Guillaume;21500;Montbard;Bourgogne-Franche-Comté;Côte-d'Or;Dégustation, buffet, collation…;14;20;Sur inscription
Plongez dans l'univers de Mario Ramos;Auteur et illustrateur jeunesse;lectures;Médiathèque de Nomain;59310;Nomain;Hauts-de-France;Nord;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Au lit tout le monde !;Entre couettes et doudous, venez écouter des histoires de lune dans une ambiance tamisée.;;Médiathèque de Mezel - Mur-sur-Allier;63115;Mur-sur-Allier;Auvergne-Rhône-Alpes;Puy-de-Dôme;Lecture / Conte;;7;Sur inscription
La détente du petit Yogi;Bienvenue petit Yogi, nous te proposons de nous suivre pour un voyage au pays de la détente, de la relaxation et de l'éveil des sens. Si tu te sens prêt, ferme les yeux et laisse toi guider...;;Médiathèque André Malraux;59200;Tourcoing;Hauts-de-France;Nord;;1;4;
Les Petites boîtes à musique;Des tubes, encore des tubes ! Le meilleur des PBàM pour bien commencer l’année en musique.;;Médiathèque André Malraux;59200;Tourcoing;Hauts-de-France;Nord;;;6;
Lecture dans le noir;Viens affronter tes plus grandes peurs lors d'une lecture horrifique... frissons garantis!;;Médiathèque André Malraux;59200;Tourcoing;Hauts-de-France;Nord;;;;
Paysages antiques : lecture musicale;Au programme, Debussy accompagne Mallarmé, Britten enchante une métamorphose d'Ovide et des poèmes proustiens se dévoilent sur la musique de Gérard Pesson.;;Médiathèque André Malraux;59200;Tourcoing;Hauts-de-France;Nord;;;;
Lecture-spectacle par la compagnie La Rêveuse.;Le courage : Aya, Forough, Maram...et tellement d'autres;;Bibliothèque municipale Louis Aragon;42700;Firminy;Auvergne-Rhône-Alpes;Loire;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Histoires au clair de lune;Accueil d'enfants autour d'histoires sur le thème de la nuit;Histoires-Lumière-obscurité;Bibliothèque Charléty;75013;Paris;Île-de-France;Paris;Lecture / Conte;4;10;Entrée libre
Soirée Courts-métrages;En partenariat avec l'association Dick Laurent;cinéma;Médiathèque de Bersée;59235;Bersée;Hauts-de-France;Nord;Projection;;;Entrée libre
Jeux vidéo coopératifs;Et si vous veniez vous amuser en groupe et découvrir nos jeux multi-joueurs complètement déjantés ?;"jeux;jeux video";Médiathèque François Mitterrand - Les Capucins;29200;Brest;Bretagne;Finistère;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Lecture à voix haute pour des classes ULIS;"Atelier de lecture à voix haute à partir d'un livre écrit en ""Facile à Lire et A Comprendre""";"Atelier de lecture;voix haute;Facile à Lire et A comprendre";Médiathèque Jacques Baumel;92500;Rueil-Malmaison;Île-de-France;Hauts-de-Seine;Lecture / Conte;6;12;Sur inscription
Parcours Moyen Âge : Le chevalier au Cygne;CONTE EN MUSIQUE;;Médiathèque François Mauriac;95190;Goussainville;Île-de-France;Val-d'Oise;Spectacle (danse, concert, performance, théâtre…);7;99;Sur inscription
Bar à soupes et jeu Kikankoi;Bar à soupe et Kikankoi de la littérature;"Repas;jeu;littérature";Bibliothèque Eclats de Lire;69510;Soucieu-en-Jarrest;Auvergne-Rhône-Alpes;Rhône;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);14;99;Entrée libre
Jeux sur le thème du voyage;Découvrons ensemble des jeux autour du voyage;jeux de société;Médiathèque Michel Sainte-Marie;33700;Mérignac;Nouvelle-Aquitaine;Gironde;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Jeux d'écriture;Patchwork de textes, jeux d'écriture au gré de vos envies;écriture;Médiathèque Madame de Sévigné;35500;Vitré;Bretagne;Ille-et-Vilaine;Atelier;;;Entrée libre
A la découverte des contes de Bernard Marcotte;Lecture de Contes de Bernard Marcotte mise en musique à destination du jeune public;"Bernard;Marcotte;musique;Enfants;Jeunes public";L'Agora - Médiathèque-Musée du Pays Rethelois;8300;Rethel;Grand Est;Ardennes;Lecture / Conte;3;10;Entrée libre
Histoires des Bouts d'Choux;Lecture d'histoires pour les 18 mois - 3 ans.;"lectures;histoires";Médiathèque Bonlieu;74000;Annecy;Auvergne-Rhône-Alpes;Haute-Savoie;Lecture / Conte;1;3;Entrée libre
Prenez vos lampes de poches pour réveiller les livres, cd et dvd et venez découvrir les coups de coeur des lecteurs;Vendredi 17 janvier de 16h30 à 19h. Prenez vos lampes de poches pour réveiller les livres, cd et dvd. Nouveauté ! Venez découvrir les coups de coeur des lecteurs;"lampes de poches;coups de coeur";Médiathèque de Monestier-de-Clermont;38650;Monestier-de-Clermont;Auvergne-Rhône-Alpes;Isère;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
Contes en boîte;Contes revisités par des collégiens;"contes;lecture;animations;collégien";Médiathèque François Edouard;1400;Châtillon-sur-Chalaronne;Auvergne-Rhône-Alpes;Ain;Lecture / Conte;;;Entrée libre
Soirée jeux TV;Vous êtes fan des jeux TV, cette soirée est faite pour vous!;Soirée jeux;Centre culturel et d'animation Francoise Dolto;62138;Billy-Berclau;Hauts-de-France;Pas-de-Calais;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Ateliers d'initiation aux techniques de la police scientifique;Initiation aux techniques de la police scientifique;Police scientifique;Médiathèque municipale de Dainville;62000;Dainville;Hauts-de-France;Pas-de-Calais;Atelier;;;Sur inscription
Refrains d'hier;refrain d'hier;"chanson;refrain;lecture;paroles;hier";Médiathèque de Donzy;58220;Donzy;Bourgogne-Franche-Comté;Nièvre;Lecture / Conte;;;Entrée libre
Fabrique ta BD;Fabrication d'une BD;;Médiathèque de Messeix;63750;Messeix;Auvergne-Rhône-Alpes;Puy-de-Dôme;Atelier;;;Entrée libre
Lire en bastide : lectures autour de la poésie;Lectures proposées par l'association Paroles Vives;;Chapelle Saint Jacques;12200;Villefranche-de-Rouergue;Occitanie;Aveyron;Lecture / Conte;;;Entrée libre
Escape game : cauchemar chimique à la médiathèque !;RDV de 20h à 22h à la médiathèque Quai des Mots pour retrouver l'antidote et échapper aux souris mutantes !;escape game enfants;Médiathèque de Chauffailles;71170;Chauffailles;Bourgogne-Franche-Comté;Saône-et-Loire;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);8;12;Sur inscription
Le Petit Prince sur Radio'Val;"Plusieurs générations prêtent leur voix à une redécouverte du ""Petit Prince"", texte original ou réécrit façon ""djeun"". Leur création sera enregistrée sur Radio'Val pendant la Nuit de la lecture.";;Collège Paul Valéry;26000;Valence;Auvergne-Rhône-Alpes;Drôme;Lecture / Conte;;;Entrée libre
Rencontre et dédicace Mathilde Chapuis;Mathilde Chapuis, romancière pour Nafar (L.Lévi);"Auteur;Exil;Immigration";Médiathèque de Vernon;27200;Vernon;Normandie;Eure;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Atelier théâtre en famille;Vivez une séance de théâtre, partagez un moment de jeu et de complicité avec un proche (enfant, petit-enfant, frère, soeur, neveu, filleul, meilleur ami(e), ...);"atelier;théâtre;famille;abscon";Espace Socioculturel des Acacias;59215;Abscon;Hauts-de-France;Nord;Atelier;5;99;Sur inscription
"Lecture-Spectacle ""Dans le Fourré"" avec Benoit Allemane";"Un spectacle adapté d'une nouvelle japonaise de ""Rynosuke Akutagawa"".";"lecture;japon;Benoit Allemane;Dans le fourré";CSE Michelin;63100;Clermont-Ferrand;Auvergne-Rhône-Alpes;Puy-de-Dôme;Spectacle (danse, concert, performance, théâtre…);;;Sur inscription
"Atelier créatif ""création de lampions""";Atelier créatif pour créer un lampion qui guidera les participants pour le conte en pleine nuit.;"atelier créatif;lumière;lampion;conte";Médiathèque du Château de Ballainvilliers;91160;Ballainvilliers;Île-de-France;Essonne;Atelier;6;99;Sur inscription
Bibliothécaire, un métier de rêve !;Visite guidée au cœur du métier de bibliothécaire;;Médiathèque du jardin des Arts;78100;Saint-Germain-en-Laye;Île-de-France;Yvelines;Visite guidée / visite insolite;;;Sur inscription
Nuit de la lecture : lectures pour les enfants;Lectures de kamishibaïs, albums et contes pour les 4-6 ans, puis les 7-10 ans;Lecture Kamishibaïs conte album;Médiathèque des Jardins de la Culture;63200;Riom;Auvergne-Rhône-Alpes;Puy-de-Dôme;Lecture / Conte;4;10;Entrée libre
Allume la lune : la veillée des enfants;Des histoires, berceuses et projections repousseront l’heure d’aller au lit pour les plus petits.;;Médiathèque du jardin des Arts;78100;Saint-Germain-en-Laye;Île-de-France;Yvelines;Lecture / Conte;;;Entrée libre
Lectures tranquilles;Allongé sur un tapis, laisse-toi bercer par les histoires;histoires;Bibliothèque de Drain;49530;Orée-d'Anjou;Pays de la Loire;Maine-et-Loire;Lecture / Conte;7;10;Sur inscription
Contes du tapis : spécial kamishibaï;La parole est au langage ce que les mots sont aux histoires;"lecture;kamishibaï;jeune public";Mediathèque intercommunale La Passerelle;1600;Trévoux;Auvergne-Rhône-Alpes;Ain;Lecture / Conte;6;99;Sur inscription
Lecture d'histoires en cabanes;Lectures d'histoires dans des cabanes du marché de Noël;"lectures;histoires;cabanes;enfants";Cour de la Ferme Briarde;77340;Pontault-Combault;Île-de-France;Seine-et-Marne;Lecture / Conte;;;Entrée libre
Lecture musicale d'archives de la Seconde Guerre mondiale;Venez écouter des lectures musicales de documents authentiques de la Seconde Guerre mondiale;archives - musique - témoignages;Archives Départementales de l'Aude;11000;Carcassonne;Occitanie;Aude;Lecture / Conte;;;Sur inscription
Petit-déjeuner littéraire;Petit-déjeuner littéraire, animé par Isabelle Lobet-Piron;"atelier;lecture à voix haute;petit-déjeuner;littérature gastronomique";Médiathèque du Roulage;13680;Lançon-Provence;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Lecture / Conte;10;99;Sur inscription
Spectacle Les cinq sens, toute une histoire par la Cie Makitouch et Cies;Pour les enfants entre 6 mois et 5 ans;"enfants;spectacle;LSF";Médiathèque de Vernon;27200;Vernon;Normandie;Eure;Spectacle (danse, concert, performance, théâtre…);;5;Sur inscription
Et je danse aussi par la Cie de la Moisson;Pièce musicale adaptée du roman éponyme d'Anne-Laure Bondoux et Jean-Claude Mourlevat.;"spectacle;musique;roman";Médiathèque de Carbon-Blanc;33560;Carbon-Blanc;Nouvelle-Aquitaine;Gironde;Spectacle (danse, concert, performance, théâtre…);10;99;Sur inscription
