Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
La Nuit dont vous êtes le (super) héros;Pour la quatrième édition de la Nuit de la lecture, les (super) héros arrivent en force à la bmi !;;Bibliothèque multimédia intercommunale d'Épinal;88000;Épinal;Grand Est;Vosges;Autre (précisez dans le champ ci-dessous);;;Entrée libre
Les (super) héros de l’antiquité;Pas de cape ou de costume moulant pour ces héros, pourtant leur mythe a su traverser les siècles. Alors, qui est le plus fort : Wolverine ou Ulysse ? Batman ou Héraclès ?;;Bibliothèque multimédia intercommunale d'Épinal;88000;Épinal;Grand Est;Vosges;Exposition;;;Entrée libre
Héros exquis;Invention participative de l'histoire d'un super-héros;;Bibliothèque multimédia intercommunale d'Épinal;88000;Épinal;Grand Est;Vosges;Atelier;;;Entrée libre
SUPER FILhéros;Proposé par le Conseil des Jeunes de la Ville d'Épinal;;Bibliothèque multimédia intercommunale d'Épinal;88000;Épinal;Grand Est;Vosges;Atelier;;;Entrée libre
Rencontre d'auteurs;Rencontre et discussion avec deux écrivains de la nature alpine !;rencontre-botaniste-interview-flore alpine-montagne-Alpes du Sud.;Médiathèque municipale de Gap;5000;Gap;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Rencontre d'auteur(s) et dédicace;12;99;Entrée libre
Jeux sur tablette;"""Jeux sur tablette"" dans le salon de l'étrange";"jeux;applis;magie";Médiathèque de Thann;68800;Thann;Grand Est;Haut-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
"Atelier continu ""Viens participer à la fabrication et l'animation d'un tapis de lecture""";Oeuvre collective, participative et collaborative;;Médiathèque municipale de Bourbon-l'Archambault;3160;Bourbon-l'Archambault;Auvergne-Rhône-Alpes;Allier;Atelier;;;Entrée libre
Certaines n'avaient jamais vu la mer;Spectacle présenté par la compagnie du Chameau et la compagnie Simagine, d'après le roman de Julie Otsuka;Lecture à voix haute;Salle du Conseil de la mairie;91310;Longpont-sur-Orge;Île-de-France;Essonne;Spectacle (danse, concert, performance, théâtre…);15;99;Entrée libre
10 ans d'ateliers d'écriture à la médiathèque;Mise en voix de textes rédigés par les participants des ateliers d’écriture;"Atelier d'écriture;lecture à voix haute";Médiathèque Blaise Cendrars;78700;Conflans-Sainte-Honorine;Île-de-France;Yvelines;Lecture / Conte;15;99;Entrée libre
Rencontre d'un jeune auteur;Rencontre d'un jeune auteur, ancien habitant de la commune;;Médiathèque municipale Charles Portal;81140;Castelnau-de-Montmiral;Occitanie;Tarn;Rencontre d'auteur(s) et dédicace;8;99;Entrée libre
Conte participatif tout public;Le conteur François Epiard restituera les histoires confiées par les habitants;conte participatif conteur atelier tout public;Médiathèque Francois Mauriac;91700;Sainte-Geneviève-des-Bois;Île-de-France;Essonne;Lecture / Conte;;;Sur inscription
Mais qui a volé la recette de Lady Gagao ?;Qui a volé la recette de Lady Gagao ? Vous désirez le savoir ? Alors venez nous aider à partir de 20h30 dans une enquête succulente, à la médiathèque Alexandre Dumas.;murder party;Médiatheque Alexandre Dumas;91220;Le Plessis-Pâté;Île-de-France;Essonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);10;99;Sur inscription
Lectures de contes des montagnes berbères du Maroc;Contes écrits et dits par Sanaa Bouk, bibliothécaire à la médiathèque Aimé Césaire;;Médiathèque Aimé Césaire;93120;La Courneuve;Île-de-France;Seine-St.-Denis;Lecture / Conte;5;99;Entrée libre
Repas partagé;Pour terminer la soirée, partageons un repas dans une ambiance conviviale et festive. Le principe est simple : chacun amène un plat à partager;"repas partagé;auberge espagnole";Médiathèque Andrée Chedid;83500;La Seyne-sur-Mer;Provence-Alpes-Côte d'Azur;Var;Dégustation, buffet, collation…;;99;Entrée libre
Ciné jeunesse;Projection d'un film (à partir de 5 ans);"projection;film;cinéma;enfants;jeunesse";Médiathèque Andrée Chedid;83500;La Seyne-sur-Mer;Provence-Alpes-Côte d'Azur;Var;Projection;5;99;Entrée libre
Lecture musicale;Lecture musicale par les 7 familles;"littérature;chanson;musique";Médiathèque de Champ-sur-Drac;38560;Champ-sur-Drac;Auvergne-Rhône-Alpes;Isère;Spectacle (danse, concert, performance, théâtre…);14;99;Sur inscription
Le livre dont tu es le héros/héroïne;Deviens le héros d'une formidable aventure !;;Médiathèque de Champ-sur-Drac;38560;Champ-sur-Drac;Auvergne-Rhône-Alpes;Isère;Lecture / Conte;8;12;Sur inscription
Et si on jouait;Et si on jouait;"Jeux;graulhet";Médiathèque Marguerite Yourcenar;81300;Graulhet;Occitanie;Tarn;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Déclamation théâtrale;Le théâtre tiroir vous déclamera des textes d'origines, de formes, d'esthétiques, ... divers et variées.;Déclamation;Médiathèque Maurice Schumann;60180;Nogent-sur-Oise;Hauts-de-France;Oise;Lecture / Conte;14;99;Entrée libre
Michelle doit-on t'en vouloir d'avoir fait un selfie à Auschwitz ? mise en voix du texte de Sylvain Levey;une mise en voix du texte de Sylvain Levey par les élèves de Cycle I d’Art Dramatique du Conservatoire;"lecture;théâtre;Sylvain Levey;adolescents;selfie";Médiathèque du Grand Cahors;46000;Cahors;Occitanie;Lot;Lecture / Conte;14;99;Entrée libre
Les rois du burlesque, ciné-concert en partenariat avec la Cinémathèque de Toulouse et Lobster Films;Un programme de courts métrages burlesques muets américains, petits trésors retrouvés chez les forains, avec l’accordéon de Jean-Luc Amestoy.;"cinéconcert;burlesque;musique;accordéon";Médiathèque du Grand Cahors;46000;Cahors;Occitanie;Lot;Projection;10;99;Entrée libre
Le dé aux histoires, jeu livresque;lancez le dé, et visez la face bonus !;jeu;Médiathèque du Grand Cahors;46000;Cahors;Occitanie;Lot;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);2;6;Entrée libre
Rencontre avec Joelle Guillais pour son roman Matins de fer;Originaire du Perche, Joelle GUILLAIS est Docteure en histoire de la criminologie, romancière, essayiste. L'intrigue de son dernier roman se déroule à la Castellane à Marseille.;"maison;écriture;guillais;joelle;matins;de fer;castellane;marseille;gitan";Médiathèque de Mortagne-au-Perche;61400;Mortagne-au-Perche;Normandie;Orne;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Jeux de société en bois;Mise à disposition de jeux en bois crées par Bruno, pour toute la famille;jeux;Médiathèque d'Arinthod;39240;Arinthod;Bourgogne-Franche-Comté;Jura;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Spectacle tout petits;Pièce chorégraphique et plastique pour les tout-petits par Barbara Christol et Kirsten Debrock.;spectacle danse nuit;Bibliothèque Carré d'Art;30000;Nîmes;Occitanie;Gard;Spectacle (danse, concert, performance, théâtre…);1;3;Entrée libre
Soirée contée avec la compagnie Le Tympan dans l'oeil;Johanna Peters et Jean-Michel Llanes, deux conteurs-musiciens accompagneront petits et grands de leurs contes et chansons, en déambulation, tout au long de la soirée...;"contes;chansons;déambulation";Médiathèque de Perpignan;66000;Perpignan;Occitanie;Pyrénées-Orientales;Lecture / Conte;;99;Entrée libre
Visite insolite;Chat alors ! visite guidée exceptionnelle;visite insolite;Musée Jean de La Fontaine;2400;Château-Thierry;Hauts-de-France;Aisne;Visite guidée / visite insolite;;;Entrée libre
Livres anciens : pour le plaisir des yeux;Voyage voyages;patrimoine;Médiathèque de Moulins Communauté;3000;Moulins;Auvergne-Rhône-Alpes;Allier;Conférence / table-ronde;;;Entrée libre
Lecture musicale;Le saxophone de Jean-Pierre Soto se mêlera aux histoires de Tomi Ungerer, pour le plus grand bonheur des enfants et des parents.;Tomi Ungerer;Médiathèque de Moulins Communauté;3000;Moulins;Auvergne-Rhône-Alpes;Allier;Lecture / Conte;5;12;Entrée libre
Lectures en chaussettes;Déchaussez-vous, et profitez des histoires lues par un bénévole de Lire et Faire Lire !;;Médiathèque de Moulins Communauté;3000;Moulins;Auvergne-Rhône-Alpes;Allier;Lecture / Conte;5;12;Entrée libre
Spectacle;Spectacle;"Théâtre;Conservatoire Art Dramatique";Médiathèque André Labarrère;64000;Pau;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Lecture;Lecture théâtralisée;"lecture théâtralisée;jeune public";Médiathèque André Labarrère;64000;Pau;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Lecture / Conte;;;Entrée libre
Heure du conte autour des loups;Venez écouter en famille des histoires autour du thème des loups, pour une ambiance digne de la Nuit de la lecture... !;"Heure du conte;Histoires;Loups;Lectures";Médiathèque Jean Giraudoux;87300;Bellac;Nouvelle-Aquitaine;Haute-Vienne;Lecture / Conte;3;99;Entrée libre
Escape game;Escape Game : recherche à risque;Escape game;Médiathèque de Gaillac;81600;Gaillac;Occitanie;Tarn;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);14;99;Sur inscription
Lecture d'albums pour tous;Venez écouter des lectures d’albums jeunesse par vos bibliothécaires.;;Médiathèque Blaise Cendrars;78700;Conflans-Sainte-Honorine;Île-de-France;Yvelines;Lecture / Conte;2;99;Entrée libre
Chat..sse aux oeuvres;Nous proposons aux enfants de retrouver les œuvres comportant un chat dans le musée. Ils auront un document à remplir.;Jeux enfants;Musée Jean de La Fontaine;2400;Château-Thierry;Hauts-de-France;Aisne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);6;18;Entrée libre
Lecture-spectacle d'Elsa Triolet par Denis Lanoy;Lecture-spectacle du Rendez-vous des étrangers d'Elsa Triolet, par Denis Lanoy, à la Maison Triolet-Aragon.;lecture spectacle elsa triolet étrangers migrants racisme roman denis lanoy;Maison Elsa Triolet - Aragon;78730;Saint-Arnoult-en-Yvelines;Île-de-France;Yvelines;Lecture / Conte;;;Sur inscription
Soirée festive gaming et jeux de société;Soirée jeux vidéos et jeux de société, quiz littéraires et coloriages géants;"gaming;jeux de société;contes";Médiathèque de Condé-sur-Suippe;2190;Condé-sur-Suippe;Hauts-de-France;Aisne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Atelier collectif avec Fred L., auteur et illustrateur jeunesse;Réalisation d'une fresques collective à partir de son dernier album Les Strangeanimôlz : La Rencontre, Bruxelles, Alice Editions 2019. Atelier Jeunesse;;Médiathèque centrale Emile Zola;34000;Montpellier;Occitanie;Hérault;Atelier;6;10;Sur inscription
Nuit fantastique à Angers : rendez-vous manga;Quiz manga sur le thème du fantastique. Petits cadeaux à gagner ! Sur réservation au 02.41.36.15.32 ou à la librairie.;"angers;librairie;bibliothèque;azu;manga;fantastique;quiz;quizz";Librairie Azu Manga;49100;Angers;Pays de la Loire;Maine-et-Loire;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Séance de contes en langue des signes;Des mains qui parlent : contes en langue des signes;conte;La Source Médiathèque;50000;Saint-Lô;Normandie;Manche;Lecture / Conte;3;10;Sur inscription
Préambule à la Nuit de la lecture;La Médiathèque départementale du Haut-Rhin organise une rencontre entre les élèves du collège Gérard de Nerval  et trois illustrateurs : Fanny Delqué, Cyrille Meyer à et Lili Terrana.;"Illustrateurs;Exposition;Collège;Textes lus;Performance en direct";Collège Gérard de Nerval;68128;Village-Neuf;Grand Est;Haut-Rhin;Rencontre d'auteur(s) et dédicace;10;18;Sur inscription
Jeu de plateau;Jeu de plateau sur le thème du développement durable;"jeu;société;développement durable";Relais BDBR de Sarre-Union;67260;Sarre-Union;Grand Est;Bas-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Lectures musicales avec l'auteur et musicien Yann Rambaud;Découvrez l'univers de Yann Rambaud à travers des textes créés en atelier d'écriture et mis en musique.;;Bibliothèque Pablo-Neruda;38130;Échirolles;Auvergne-Rhône-Alpes;Isère;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Atelier Poésie;Création de poèmes sur un thème proposé;poésie;Résidence Domitys La Poudre de Lin;76290;Montivilliers;Normandie;Seine-Maritime;Atelier;15;99;Entrée libre
Collation pour les amis du livre;Dégustation, buffet, collation;nuit du livre;Tiers Lieu;67330;Bouxwiller;Grand Est;Bas-Rhin;Dégustation, buffet, collation…;;;Entrée libre
Marathon lecture;Marathon lecture de 18h à 20h;marathon lecture;Médiathèque BiMeLu;35420;Saint-Georges-de-Reintembault;Bretagne;Ille-et-Vilaine;Lecture / Conte;6;99;Entrée libre
Jouez trombone, résonnez musique !;Trombones à l'honneur;"performance;musique;trombone";Bibliothèque universitaire de Nancy - Espace Déléage;54000;Nancy;Grand Est;Meurthe-et-Moselle;Spectacle (danse, concert, performance, théâtre…);;99;Entrée libre
Spectacle PROSE(S);Spectacle PROSE(S) de la Ligue d'Improvisation de Marcq en Baroeul;"Spectacle;Wormhout;Prose;Improvisation";Médiathèque de Wormhout;59470;Wormhout;Hauts-de-France;Nord;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Lectures d'albums;Lectures d'albums pour enfants animées par Croq'livres et la libraire jeunesse de la librairie La Carline. .;"lecture;albums;croq'livres;librairie;La Carline";Librairie La Carline;4300;Forcalquier;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Lecture / Conte;2;10;Entrée libre
Les voix s'allument;Pour une soirée, les lumières créeront un singulier salon d’échanges et de partages littéraires. Lectures, musiques, installation immersive, seront rythmées par l’obscurité et la lumière.;"lumières;poésie;lecture;salon littéraire;partage d'écriture;Grands Voisins;littérature contemporaine;installation immersive;fred griot;sara bourre;irina breintenstein;anne mulpas;ariel spiegler;performances;déclamation;enfant;adulte;polyglotte";Les Grands Voisins;75014;Paris;Île-de-France;Paris;Spectacle (danse, concert, performance, théâtre…);;99;Entrée libre
Lecture des nouvelles du Concours de Nouvelles - Prix littéraire Yvonne Sévoz;Lecture de nouvelles patrimoniales locales;"lecture;nouvelles;beaux livres;patrimoine";Salle polyvalente de Mizoën;38142;Mizoën;Auvergne-Rhône-Alpes;Isère;Lecture / Conte;12;99;Entrée libre
Jeu de piste;Black out. La catastrophe écologique est arrivée. Réussirez-vous à sauver la planète ?;;Maison des Habitant.e.s La Ponatière;38130;Échirolles;Auvergne-Rhône-Alpes;Isère;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);8;99;Sur inscription
Rencontres avec un écrivan public et un poète;Alain Mauger, écrivain public, et Cyril Méot, poète, viendront à votre rencontre à l'occasion de la Nuit de la lecture.;;Médiathèque de Meynes;30840;Meynes;Occitanie;;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Saynètes (Club théâtre de l'INSA CVL);Théâtre;;INSA Centre Val de Loire;18000;Bourges;Centre-Val de Loire;Cher;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Visite et lecture aux chandelles à la Bibiothèque universitaire historique de médecine de Montpellier;Visite et lecture aux chandelles à la Bibliothèque universitaire historique de médecine de Montpellier;"visite;lecture;chandelles;bibliotheque;medecine";Université de Montpellier - Bibliothèque universitaire historique de médecine;34000;Montpellier;Occitanie;Hérault;Lecture / Conte;;;Entrée libre
Le Goût des Autres - Cuisines métisses;Alice & Pape Cissokho;;Magic PERRET;;Le Havre;Normandie;Seine-Maritime;Autre (précisez dans le champ ci-dessous);;;Sur inscription
Récital de poésies musicales;A l'occasion de la nuit de la Lecture 2020, la résidence Domitys des Sables d'Olonne reçoit l'association Célestia Folia pour 1h30 de poésie musicale suivie d'un apéritif convivial.;nuit de la lecture;Résidence Domitys;85340;Les Sables-d'Olonne;Pays de la Loire;Vendée;Lecture / Conte;;;Sur inscription
Apéro-lecture à la bibliothèque du Goethe-Institut de Paris;Venez partager votre coup de coeur en littérature germanophone !;"lecture;coup de coeur;partage;littérature;germanophone;allemagne;autriche;suisse";Goethe-Institut Paris;75116;Paris;Île-de-France;Paris;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Sur inscription
Lectures en pyjama;Venez écouter des histoires vêtu de votre plus beau pyjama, en compagnie de votre doudou ou de votre plaid... Au programme, des histoires pour les enfants, petits et grands !;Lectures Contes Pyjama Doudou Histoires;Médiathèque de Lherm;31600;Lherm;Occitanie;Haute-Garonne;Lecture / Conte;;;Entrée libre
Restitution des ateliers d'écriture;Présentation des productions faites dans le cadre d'atelier d'écriture;"lecture;dessins;atelier d'écriture;restitution";Médiathèque municipale de Meilhan-sur-Garonne;47180;Meilhan-sur-Garonne;Nouvelle-Aquitaine;Lot-et-Garonne;Lecture / Conte;;;Entrée libre
Contes de la Lune;Contes de la Lune avec la troupe des Lunatiques;contes. lune;Salle des fêtes de Saint-Germain-du-Teil;48340;Saint-Germain-du-Teil;Occitanie;Lozère;Lecture / Conte;;99;Entrée libre
Lecture théâtralisée;"""Les clous de la Lune"" lecture théâtralisée par le théâtre du Hangar";"lecture théâtralisée;dictature franquiste";Salle des fêtes de Saint-Germain-du-Teil;48340;Saint-Germain-du-Teil;Occitanie;Lozère;Lecture / Conte;10;99;Entrée libre
Causerie avec Luce Basseterre;Rencontre avec Luce Basseterre, auteure de science-fiction.;"science-fiction;rencontre;débat";Médiathèque Verlaine;57000;Metz;Grand Est;Moselle;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Heure du conte;Lecture de contes;"contes;raconter;convivial";Bibliothèque municipale Pierre Goy d'Annemasse;74100;Annemasse;Auvergne-Rhône-Alpes;Haute-Savoie;Lecture / Conte;3;99;Entrée libre
"Spectacle ""Lalunelanuit""";Spectacle à voir en famille : contes et livres en tissus;"contes;nuit;famille";Pôle Saint Exupéry;83330;Le Beausset;Provence-Alpes-Côte d'Azur;Var;Spectacle (danse, concert, performance, théâtre…);2;99;Sur inscription
Soirée festive Gaming et jeux de société;Soirée jeux vidéos et jeux de société, quiz littéraires et coloriages géants;"gaming;jeux de société;contes";Bibliothèque de Saint-Erme;2820;Saint-Erme-Outre-et-Ramecourt;Hauts-de-France;Aisne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Lectures polaires : Explorations dans le Grand Nord;Lectures à voix haute et présentation de textes en vers et en prose écrits par des étudiants de la région lyonnaise. A partir de 12h à la BU Chevreul.;"lecture à voix haute;à voix haute;revue littéraire;étudiants;Lyon 2;BU Chevreul;vers;prose;La Griffe";Bibliothèque universitaire Chevreul - Lyon 2;69007;Lyon;Auvergne-Rhône-Alpes;Métropole de Lyon;Lecture / Conte;;99;Entrée libre
Questions venues du froid : Explorations dans le Grand Nord;Un quizz d’une dizaine de minutes organisé en partenariat avec le Service de la Vie Etudiante de Lyon 2 pour gagner des cadeaux-surprise !;"quizz;exploration;cadeaux;Lyon 2;Vie étudiante;BU Chevreul;BU Lyon 2;Lyon";Bibliothèque universitaire Chevreul - Lyon 2;69007;Lyon;Auvergne-Rhône-Alpes;Métropole de Lyon;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;99;Entrée libre
Lecture Prix Capitoul;Lecture de la nouvelle lauréate du Prix Capitoul 2019;lecture;Bibliothèque universitaire de l'Arsenal - Université Toulouse 1 Capitole;31000;Toulouse;Occitanie;Haute-Garonne;Lecture / Conte;16;99;Entrée libre
Speedbooking;3 minutes pour échanger sur votre livre coup de coeur;Speed Booking;Bibliothèque universitaire de l'Arsenal - Université Toulouse 1 Capitole;31000;Toulouse;Occitanie;Haute-Garonne;Partage de coups de cœur, conseils de lecture, « speed-booking »;16;99;Entrée libre
Speed booking nuit de la lecture;Un face à face de 3 minutes pour partager ses coups de coeur du moment (roman, album, film...) et repartir avec le plein d'idées;"coups de coeur;speed booking;lectures;films;cd;dvd";Bibliothèque Alexis de Tocqueville;14000;Caen;Normandie;Calvados;Partage de coups de cœur, conseils de lecture, « speed-booking »;;99;Entrée libre
Escape game : libérez la Joconde;escape game sur l'univers de Leonard de Vinci, à partir de 10 ans;;Médiathèque Rhône Crussol;7500;Guilherand-Granges;Auvergne-Rhône-Alpes;Ardèche;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);10;99;Sur inscription
Nuit de la Lecture à l'Université de Limoges - Concert scène ou ouverte étudiante;Concert scène ou ouverte étudiante;"Musique;Groupe";Bibliothèque universitaire de Droit et Sciences économiques de Limoges;87000;Limoges;Nouvelle-Aquitaine;Haute-Vienne;Spectacle (danse, concert, performance, théâtre…);6;99;Entrée libre
Les Chuchoteurs #2;Déambulation : « Sur les traces du monde »;;Médiathèque Saint-Vaast;62000;Arras;Hauts-de-France;Pas-de-Calais;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Nuit fantastique à Angers - Visites de l'exposition Rataplume;"Qui sont ces drôles de bestioles qui font toutes partie de la famille Rainier, vivent dans de drôles de maisons-boîtes et ne demandent qu'à vous rencontrer, vous, les ""Zumains"" ?";"angers;médiathèque;bibliothèque;toussaint;visite;exposition;jeunesse;tout public;rataplume";Médiathèque Toussaint;49100;Angers;Pays de la Loire;Maine-et-Loire;Visite guidée / visite insolite;;;Entrée libre
"Lectures théâtrales ""Ma langue dans ta poche""";Lectures par les élèves du lycée Louis Vincent de Metz, de textes extraits du prochain spectacle de la compagnie des 4 Coins, écrit par Fabien Arca.;"lecture;lycéens;théâtre;création";L'Agora;57050;Metz;Grand Est;Moselle;Lecture / Conte;;;Entrée libre
Speedbooking;5 minutes, 1 rencontre, pour échanger autour de ses lectures préférées.;"speedbooking;speed-booking;coups de coeur lecture;club de lecture";Bibliothèque Mériadeck;33000;Bordeaux;Nouvelle-Aquitaine;Gironde;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
Jeux en famille;Le Crayon coopératif, La Forêt des ombres, La Forêt enchantée, Les Palettes de Suzie : autant de jeux à partager puis à redécouvrir à la bibliothèque ludothèque Ronville.;;Médiathèque Saint-Vaast;62000;Arras;Hauts-de-France;Pas-de-Calais;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;99;Entrée libre
Le tout petit;Exposition par la Médiathèque Départementale 62;;Médiathèque Saint-Vaast;62000;Arras;Hauts-de-France;Pas-de-Calais;Exposition;;8;Entrée libre
Le Musée Imaginaire de Proust;Plongez dans l’univers de Proust grâce à cet espace dédié à son imaginaire dont une mise en lumière inédite des liens entre arts et littérature dans À l’ombre des jeunes filles en fleurs.;Proust;Médiathèque Saint-Vaast;62000;Arras;Hauts-de-France;Pas-de-Calais;Autre (précisez dans le champ ci-dessous);;99;Entrée libre
Confection de marques pages;Atelier de confection de marques pages à l'effigie de l'écrivaine Toni MORRISSON.;Marques pages;Médiathèque de Vieux-Habitants;97119;Vieux-Habitants;Guadeloupe;;Atelier;8;99;Sur inscription
"Projection du film d'animation ""Goshu, le violoncelliste"", d'Isao Takahata";Une soirée sous le signe du japon : projection d'un film d'animation japonaise + apéritif;;Médiathèque de Saint-Jean-en-Royans;26190;Saint-Jean-en-Royans;Auvergne-Rhône-Alpes;Drôme;Projection;7;99;Entrée libre
Coups de coeur lecture;Venez partager vos coups de coeur !;;Bibliothèque municipale de Miribel-les-Echelles;38380;Miribel-les-Échelles;Auvergne-Rhône-Alpes;Isère;Partage de coups de cœur, conseils de lecture, « speed-booking »;18;99;Entrée libre
Concert piano-voix;Christine, professeure à l'école de musique de St Marcel, sera accompagnée de ses élèves pour présenter un concert piano-voix à la médiathèque.;;Médiathèque de Saint-Marcel;27950;Saint-Marcel;Normandie;Eure;Spectacle (danse, concert, performance, théâtre…);7;99;Entrée libre
"""Une Nuit riche en émotions""... avec une lecture animée";"Autour de l'album ""La couleur des émotions""";;Médiathèque Jacques Brel;60110;Méru;Hauts-de-France;Oise;Lecture / Conte;;99;Entrée libre
Atelier Pop-up;Atelier de fabrication de carte Pop-up autour d'un des conte découvert lors des lectures.;"Bernard;Marcotte;Pop-up;Enfants;Jeunes publics;Atelier";L'Agora - Médiathèque-Musée du Pays Rethelois;8300;Rethel;Grand Est;Ardennes;Atelier;4;12;Entrée libre
Le Moyen Âge en lumière, redonner corps aux voix du passé;Traversées polyphoniques;Moyen Age Exposition Poitiers Traversées CESCM Kimsooja Nuit de la lecture;Médiathèque François Mitterrand;86000;Poitiers;Nouvelle-Aquitaine;Vienne;Visite guidée / visite insolite;18;99;Entrée libre
Le Goût des Autres - Agnès Desarthe;Mangez-moi;;Bibliothèque Oscar Niemeyer;7660;Le Havre;Normandie;Seine-Maritime;Rencontre d'auteur(s) et dédicace;;;Entrée libre
"Lecture ""Du bon usage des crises"" de Christiane Singer";"Lecture ""Du bon usage des crises"" de Christiane Singer";"Lecture;Christiane;Singer";Ancien Tribunal - Semur-en-Auxois;21140;Semur-en-Auxois;Bourgogne-Franche-Comté;Côte-d'Or;Lecture / Conte;14;99;Entrée libre
Sieste musicale;Découverte et relaxation musicales. Thé chaud offert et doudous acceptés. Espace : Auditorium Musique. Auditorium Musique;;Médiathèque centrale Emile Zola;34000;Montpellier;Occitanie;Hérault;Autre (précisez dans le champ ci-dessous);16;99;Sur inscription
Lecture publique des livres de Claire Dumay;3 livres en lecture;"Claire Dumay;corps;Claire Mathieu";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;18;99;Entrée libre
"Claude Fosse lira des pages du livre ""Les guerrières"" de Laure Sorasso";Lecture publique;"Laure Sorasso;Claude Fosse;Editons Parole";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
"Sébastien Bidault lira un extrait du roman d'Adelmo Venturelli ""La Sterne""";Lecture publique;"Adelmo Venturelli;Pearlbookseditions;La sterne";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
Lecture publique de Per Sorensen;Lecture publique;"Per Sorensen;Toubab Kalo";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
"Lise Bourquin Mercadé lit des pages de ""Sous d'étranges étoiles"", roman-souvenirs de Béatrice Tanaka";Lecture publique;"Kanjil;Lise Bourquin Mercadé;Béatrice Tanaka";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
"Clément Charnier lira des pages de son livre ""Geste poreuse""";Lecture publique;"Clément Charnier;l'arachnoïde";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
Place aux moldus du jeu : espace ludique spécial Harry Potter;Espace ludique autour d'une sélection de jeux inspirés de l'univers d'Harry Potter;"Jeux;harry potter";Médialudothèque du Centre du Guesclin;79000;Niort;Nouvelle-Aquitaine;Deux-Sèvres;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;18;Entrée libre
Lectures communes;On lit avec Josette;;Chez Josette;8000;Charleville-Mézières;Grand Est;Ardennes;Lecture / Conte;;;Entrée libre
Weekend Agatha Christie - Le Crime en héritage;Film suivi d'une rencontre avec l'auteure Anne Martinetti;"Agatha Christie;Anne Martinetti;Roman Policier;Polar;Hercule Poirot;Miss Marple;Film policier;série policière;Otago productions";Médiathèque Jacques Baumel;92500;Rueil-Malmaison;Île-de-France;Hauts-de-Seine;Projection;;;Sur inscription
Lectures à voix haute : deuxième partie;Lectures à haute voix pour les grands de 19h à 23h;"lecture;conte;fable;récit;légende;apéro;convivialité;histoire;dormir debout;lire;rigoler";Bibliothèque municipale Jacqueline Weiss;60153;Rethondes;Hauts-de-France;Oise;Lecture / Conte;16;99;Entrée libre
Des ombres dans la nuit;Profitez de l'obscurité pour découvrir des histoires autrement !;"ombres chinoises;contes";Centre Culturel Communautaire des Cordeliers;39000;Lons-le-Saunier;Bourgogne-Franche-Comté;Jura;Lecture / Conte;3;6;Sur inscription
